data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp
370143,434,LBY740,740,2011-09-30,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Militia (Pro-Government)",,3,38,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,"BBC Monitoring Newsfile",National,"According to Libyan state television NATO forces reportedly bomb Sirte with white phosphorous, an internationally banned weapon. NATO also launched rockets and other weapons from Apache helicopters. No causality numbers reported.",0,1517243930
370144,434,LBY739,739,2011-09-29,2011,1,"Battle-Non-state actor overtakes territory","Militia (Pro-Government)",,3,"Military Forces of Libya (1969-2011)",,1,13,"Northern Africa",Libya,Surt,Surt,,"Gardabya Airport",31.0635,16.595,1,Reuters,International,"Rebel forces recapture Sirtes airport after being overrun by Gaddafi forces for a time.",0,1517243930
370145,434,LBY736,736,2011-09-27,2011,1,"Battle-No change of territory","Militia (Pro-Government)",,3,"Military Forces of Libya (1969-2011)",,1,13,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,Reuters,International,"Rebel forces launch an assault on Sirte, Gaddafi forces make a stand. No causality numbers provided.",0,1517243930
370146,434,LBY737,737,2011-09-27,2011,1,Riots/Protests,"Protesters (Libya)",,6,,,0,60,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,Reuters,International,"More than 100 employees of Libyas National Oil Company protested outside its offices in Tripoli on Tuesday against what they said was a failure by managers to make a clean break with the past.",0,1517243930
370147,434,LBY738,738,2011-09-27,2011,3,"Violence against civilians","Militia (Pro-Government)",,3,"Civilians (Libya)",,7,37,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"The Middle East Reporter",Regional,"Two mass graves are discovered in Tripoli, believed to be full of victims of the civil war or execution.",0,1517243930
370148,434,LBY734,734,2011-09-26,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Militia (Pro-Government)",,3,38,"Northern Africa",Libya,Tarhunah-Masallatah,Misratah,,"Bani Walid",31.7566,13.9942,1,Reuters,International,"A NATO strike successfully destroys two bunker and command and control nodes and one firing point.",0,1517243930
370149,434,LBY735,735,2011-09-26,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Militia (Pro-Government)",,3,38,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,Reuters,International,"A NATO strike successfully destroys one command and control node and one ammunition and vehicle storage facility.",0,1517243930
370150,434,LBY731,731,2011-09-20,2011,1,"Battle-Non-state actor overtakes territory","Militia (Pro-Government)",,3,"Militia (Pro-Government)",,3,33,"Northern Africa",Libya,Sabha,Sabha,,Sabha,27.0377,14.4283,1,Reuters,International,"Pro-Gaddafi forces loose control of a large desert town. Military forces discover large plastic bags of yellowcake near the town.",0,1517243930
370151,434,LBY732,732,2011-09-20,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Civilians (Libya)",,7,78,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,Reuters,International,"Gaddafi forces claim NATO bombings of Sirte have killed 151 civilians. Some Gaddafi sources claim 2,000 have been killed by NATO bombings over the course of a week.",151,1517243930
370152,434,LBY733,733,2011-09-20,2011,1,"Violence against civilians","Militia (Pro-Government)",,3,"Civilians (Libya)",,7,37,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,Reuters,International,"Report that Gaddafi forces have been executing residents of Sirte who they believe are loyal to rebel forces. Causality numbers not given.",0,1517243930
370153,434,LBY730,730,2011-09-18,2011,1,"Strategic development","Militia (Pro-Government)",,3,"Military Forces of Libya (1969-2011)",,1,13,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,Reuters,International,"Arrest:Libyan interim government forces stormed a house in Tripoli on Tuesday and arrested four brothers suspected of planning bomb attacks in the capital on behalf of ousted former ruler Gaddafi.",0,1517243930
370154,434,LBY724,724,2011-09-17,2011,1,"Battle-No change of territory","Military Forces of Turkey",,8,"Militia (Pro-Government)",,3,38,"Northern Africa",Libya,Tarhunah-Masallatah,Misratah,,"Bani Walid",31.7566,13.9942,1,"Agence France Presse",International,"A Turkish C-130, delivering food and supplies to rebel forces, is fired upon from the ground, but not hit.",0,1517243930
370155,434,LBY725,725,2011-09-17,2011,1,"Battle-No change of territory","Militia (Pro-Government)",,3,"Military Forces of Libya (1969-2011)",,1,13,"Northern Africa",Libya,Tarhunah-Masallatah,Misratah,,"Bani Walid",31.7566,13.9942,1,Reuters,International,"Gaddafi fighters regroup and launch a new attack on Bani Walids northern outskirts.",0,1517243930
370156,434,LBY726,726,2011-09-17,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Militia (Pro-Government)",,3,38,"Northern Africa",Libya,"Al Jufrah","Al Jufrah",,Hun,29.1268,15.9477,1,Reuters,International,"NATO strikes hit: nine anti-aircraft guns.",0,1517243930
370157,434,LBY727,727,2011-09-17,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Militia (Pro-Government)",,3,38,"Northern Africa",Libya,"Al Jufrah","Al Jufrah",,Hun,29.1268,15.9477,2,Reuters,International,"NATO strikes hit: one command-and-control node, one vehicle storage facility",0,1517243930
370158,434,LBY728,728,2011-09-17,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Militia (Pro-Government)",,3,38,"Northern Africa",Libya,Sabha,Sabha,,Sabha,27.0377,14.4283,1,Reuters,International,"NATO strikes hit: armed vehicle, one armored vehicle, one multiple rocket launcher.",0,1517243930
370159,434,LBY729,729,2011-09-17,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Militia (Pro-Government)",,3,38,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,Reuters,International,"NATO strikes hit: two command-and-control nodes, four multiple rocket launchers, one armed vehicle, four surface-to-air missile systems.",0,1517243930
370160,434,LBY720,720,2011-09-16,2011,1,"Battle-Non-state actor overtakes territory","Militia (Pro-Government)",,3,"Military Forces of Libya (1969-2011)",,1,13,"Northern Africa",Libya,Surt,Surt,,"Gardabya Airport",31.0635,16.595,1,Reuters,International,"NLA fighters seize control of the airport serving Sirte.",0,1517243930
370161,434,LBY721,721,2011-09-16,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Civilians (Libya)",,7,78,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,Reuters,International,"Gaddafi government forces claim a NATO strike late in the evening hit a residential building, killing 354 of its inhabitants. Adding, more than 700 people were wounded and 89 were missing from that bombing, he said, giving a total death toll for 17 days of more than 2,000.",354,1517243930
370162,434,LBY722,722,2011-09-16,2011,1,"Battle-Non-state actor overtakes territory","Militia (Pro-Government)",,3,"Military Forces of Libya (1969-2011)",,1,13,"Northern Africa",Libya,Tarhunah-Masallatah,Misratah,,"Bani Walid",31.7566,13.9942,1,RTE.ie,International,"Rebel forces claim control a Gaddafi stronghold. Many rebel fighters were killed or captured during the fight. Gaddafi forces vow to fight on and win back the city.",10,1517243930
370163,434,LBY723,723,2011-09-16,2011,1,"Strategic development","Government of Libya (2011-2012)",,1,,,0,10,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,3,"The Guardian",International,"The NTC is internationally recognized as the sole legitimate government of Libya. Therefore, from this date on NLA or Rebel Forces will be referred to as Military or Police Forces of Libya (2011-). The former military will be referred to as Pro-Gadaffi Forces.",0,1517243930
370164,434,LBY718,718,2011-09-15,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,Reuters,International,"Sporadic sniper fire throughout the city of Sirte as rebel forces advance. The forces is pushed back, however, when they sustain an unknown number of causalities.",0,1517243930
370165,434,LBY719,719,2011-09-15,2011,1,"Violence against civilians","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Civilians (Libya)",,7,78,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,"BBC Monitoring Newsfile",National,"Sixteen civilians killed during a NATO strike, according to Libyan state sources.",16,1517243930
370166,434,LBY717,717,2011-09-12,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Surt,Surt,,"Ras Lanuf",30.5167,18.5667,1,"BBC Monitoring Newsfile",National,"Gaddafi forces launch an attack on a rebel held oil refinery and kill 15 NATO soldiers, according to Libyan state sources.",15,1517243930
370167,434,LBY714,714,2011-09-11,2011,1,"Strategic development","NLA: National Liberation Army",,2,"Civilians (Libya)",,7,27,"Northern Africa",Libya,Misratah,Misratah,,Tawurgha,32.0146,15.1125,1,"Agence France Presse",International,"Reports of ethnic cleansing at the hands of the NLA, who forced sub-Saharan immigrant residents to depopulate a town.",0,1517243930
370168,434,LBY715,715,2011-09-11,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,Reuters,International,"Fighting reported in Sirte.",0,1517243930
370169,434,LBY716,716,2011-09-11,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Tarhunah-Masallatah,Misratah,,"Bani Walid",31.7566,13.9942,1,"The Telegraph",International,"Fighting continues in Bani Walid, many residents flee the town.",0,1517243930
370170,434,LBY713,713,2011-09-10,2011,1,"Battle-No change of territory","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Tarhunah-Masallatah,Misratah,,"Bani Walid",31.7566,13.9942,1,Reuters,International,"NATO forces strike five targets around Bani Walid.",0,1517243930
370171,434,LBY711,711,2011-09-09,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,2,Reuters,International,"Rebel and Gaddafi forces clash outside Sirte Gaddafi forces launched GRAD missiles toward rebel positions.",0,1517243930
370172,434,LBY712,712,2011-09-09,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Tarhunah-Masallatah,Misratah,,"Bani Walid",31.7566,13.9942,1,"The Telegraph",International,"Rebel forces launch an attack on a Gaddafi stronghold.",0,1517243930
370173,434,LBY710,710,2011-09-08,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Tarhunah-Masallatah,Misratah,,"Bani Walid",31.7566,13.9942,1,"BBC Monitoring Middle East",National,"Gaddafi forces fire rocks toward rebel forces who have surrounded the city, poised for attack. Bani Walid is one of the remaining strongholds of Gaddafi loyalists.",0,1517243930
370174,434,LBY701,701,2011-09-04,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Al Jufrah","Al Jufrah",,Hun,29.1268,15.9477,1,Reuters,International,"NATO air forces strike: three anti aircraft artillery systems and three radar systems.",0,1517243930
370175,434,LBY702,702,2011-09-04,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Sabha,Sabha,,Sabha,27.0377,14.4283,1,Reuters,International,"NATO air forces strike: one command-and-control node/warehouse.",0,1517243930
370176,434,LBY703,703,2011-09-04,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,Surt,Surt,,Sirte,31.2089,16.5887,1,Reuters,International,"NATO air forces strike: one military vehicle storage facility, two armed vehicles, four multiple rocket launchers, two heavy machine guns and four surface-to-air missile containers in the Sirte area.",0,1517243930
370177,434,LBY704,704,2011-09-04,2011,1,"Remote violence","Operation Unified Protector: NATO Mission in Libya (2011-2011)",,8,"Military Forces of Libya (1969-2011)",,1,18,"Northern Africa",Libya,"Al Jufrah","Al Jufrah",,Waddan,29.1614,16.139,1,Reuters,International,"NATO air forces strike: fourteen surface-to-air missile containers.",0,1517243930
370178,434,LBY705,705,2011-09-04,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,"Az Zawiyah","Az Zawiyah",,"Az Zawiyah",32.7571,12.7276,1,"The Press Trust of India Limited",International,"Gaddafi aircraft strike on rebel held towns. Causality lists not reported.",0,1517243930
370179,434,LBY706,706,2011-09-04,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Surt,Surt,,"Bin Jawad",30.8042,18.0772,1,"The Press Trust of India Limited",International,"Gaddafi aircraft strike on rebel held towns. Causality lists not reported.",0,1517243930
370180,434,LBY707,707,2011-09-04,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Misratah,Misratah,,Misratah,32.3754,15.0925,1,"The Press Trust of India Limited",International,"Gaddafi aircraft strike on rebel held towns. Causality lists not reported.",0,1517243930
370181,434,LBY708,708,2011-09-04,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,Surt,Surt,,"Ras Lanuf",30.5167,18.5667,1,"The Press Trust of India Limited",International,"Gaddafi aircraft strike on rebel held towns. Causality lists not reported.",0,1517243930
370182,434,LBY709,709,2011-09-04,2011,1,"Battle-No change of territory","Military Forces of Libya (1969-2011)",,1,"NLA: National Liberation Army",,2,12,"Northern Africa",Libya,"Al Butnan","Al Butnan",,Tobruk,32.0836,23.9764,1,"The Press Trust of India Limited",International,"Gaddafi aircraft strike on rebel held towns. Causality lists not reported.",0,1517243930
370183,434,LBY700,700,2011-09-01,2011,1,"Strategic development","NLA: National Liberation Army",,2,,,0,20,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,"The Canadian Press",International,"NLA forces round up thousands of black Libyans and accuse them of being mercenaries on the payroll of Gaddafi.",0,1517243930
370184,434,LBY699,699,2011-08-30,2011,1,"Strategic development","Military Forces of Libya (1969-2011)",,1,,,0,10,"Northern Africa",Libya,"Tajura wa an Nawahi al Arba",Tripoli,,Tripoli,32.8925,13.18,1,Reuters,International,"Pro-Gaddafi forces, operating from Sirte, cut off Tripolis water supply, now home to the Rebel base of operations.",0,1517243930
